username,displayName,tweet,likes,retweets,link,date
obyezeks,Oby Ezekwesili,"Good Regulations must pass the following Tests: 
1. Is it Necessary? 2. Will it be Effective? 
3. Is it compliant with the Constitutional and Legal provisions especially on Citizens’ Rights&amp; Social Justice? 4. Is it Appropriate and Balanced? 5. Is it implementable? @NITDANigeria",63,26,https://twitter.com/obyezeks/status/1536996825495916548,2022-06-15 08:59:33+00:00
mrmacaronii,MrMacaroni,"I’m indeed honored to win the People Newsmaker for Social Justice Award. Thank you. This is to freedom, love, truth and Justice! ❤️ https://t.co/bzDNOme9lF",1716,216,https://twitter.com/mrmacaronii/status/1521772703992135682,2022-05-04 08:44:20+00:00
AishaYesufu,Aisha Yesufu,United Nations: United Nations should remove Hussain Coomassie  UN ambassador for peace and social justice - Sign the Petition! https://t.co/ffBGu2wuWo via @UKChange,12458,16420,https://twitter.com/AishaYesufu/status/1318312775534415875,2020-10-19 22:07:13+00:00
